Text	Orginalna ocena	Oceniona przez nas	Czy zgadza sie z orginalną oceną
RT @anonymized_account .@anonymized_account pojawił się na TT. To konto to nie fejk. \nDołączajcie :) 💪	0	0	TRUE
W programie Igrzyska wolności w Łodzi śpiewanie pieśni rewolucyjnych,i piosenek z serialu,4 pancerni i pies.	0	0	TRUE
@anonymized_account no i w końcu widzę uśmiech :)	0	0	TRUE
@anonymized_account Jeszcze was zjemy i wysramy	1	1	TRUE
@anonymized_account lepszy argument to że ktoś go nie chce bo go nie lubi	0	0	TRUE
@anonymized_account @anonymized_account Tylko że ten prostak sie nabijał, szydził tak jak ze śmierci Piotra S.	0	0	TRUE
@anonymized_account Qwa! Wypiłem kawę przed chwilą.Bardzo dobra kawę.Nie chcę jej zwracać. A swoją drogą to świetny środek na wywołanie wymiotów.	0	0	TRUE
Wchodzę w powiadomienia a tu nic, już na 4 tt odpisałem, zaraz wyjebią bana	0	0	TRUE
@anonymized_account nataliethere_ oddam szybciutko z powiadomień	0	0	TRUE
@anonymized_account Tak tak jeszcze ktoś w to uwierzy	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Tez musze trzymać poziomo tel czytając ten artykuł	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Czasy kiedy zacząłem interesować się piłką i Wisłą 😍	0	0	TRUE
@anonymized_account Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase	0	0	TRUE
RT @anonymized_account @anonymized_account Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase	0	0	TRUE
@anonymized_account Czy @anonymized_account gotów na taką kolej rzeczy?	0	0	TRUE
@anonymized_account Tak jak pisdzielstwo ośmiesza policjantów , to już, nikt, nigdy bardziej nie będzie	1	1	TRUE
@anonymized_account A kiedy przestanie wydawać mln na swoich ochroniarzy, tylko zacznie leczyć u psychiatry swoją manię prześladowczą?	1	1	TRUE
@anonymized_account Pierwszy priorytet zadowolić Jarkacza, drugi priorytet ssać kasę wszystkimi otworami,  mają rozdwojenie jaźni	1	1	TRUE
@anonymized_account Huj z wami dziennikarzami. Piłka nożna dla kibiców a nie pseudo dziennikarzy.	1	1	TRUE
@anonymized_account E tam! To z miłości do Łodzi😁. I przyjdzie do PiS😁😁	0	0	TRUE
@anonymized_account A ja, ze coś znowu zepsułam xd	0	0	TRUE
Czemu jak zawsze się o kogoś martwię to ja dostaje po dupie, i mean nie wiem	0	0	TRUE
@anonymized_account kiedy wyjeżdżasz? ja w piątek, co prawda już drugi rok ale moja rodzina nadal reaguje tak samo	0	0	TRUE
"@anonymized_account @anonymized_account @anonymized_account Ograniczyłbym to do \""Byle nie Ufa\"" :)"	0	0	TRUE
@anonymized_account @anonymized_account Święta racja, ale zapytaj Jurgiela o notatki, on wie co spierdolił. Będzie łatwiej.	1	1	TRUE
@anonymized_account @anonymized_account Szczególnie wielka strata za Smoleńsk	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account @anonymized_account daj znać @anonymized_account o  zdjecie blokady	0	0	TRUE
@anonymized_account @anonymized_account Myślę, że po info o konferencji wielu osobom to przychodzi do głowy.	0	0	TRUE
@anonymized_account Koniecznie! Zapraszamy na spacer z kawką 😃	0	0	TRUE
@anonymized_account błąd logiczny, te pieniądze kiedyś były wasze, teraz już sa nasze i nic wam do tego towarzyszu	0	0	TRUE
RT @anonymized_account @anonymized_account błąd logiczny, te pieniądze kiedyś były wasze, teraz już sa nasze i nic wam do tego towarzyszu	0	0	TRUE
@anonymized_account Zależy jak na to spojrzeć. Z jednej strony akredytacja, z drugiej wyjazd za swoje $$$ 😉	0	0	TRUE
@anonymized_account @anonymized_account albo wygrywali 1:0 z Barceloną	0	0	TRUE
@anonymized_account @anonymized_account tylko nie Załuska.Nie potrzeba nam takich piłkarzy bez ambicji.	0	0	TRUE
@anonymized_account @anonymized_account Nic specjalnego. Można się domyślać, że pewnie pójdzie na wypożyczenie.	0	0	TRUE
Z Zagłębia Hładun i Czerwiński w składzie (porażka 1:2), a z Legii Carlitos na kapitanie (zmiana w przerwie). Co za seria 😂	0	0	TRUE
@anonymized_account co chwile o nim piszecie i gadacie jaka to porażka jak nie zostanie.A nie pamiętacie jak jeszcze niedawno otrzymanie licencji1/2	0	0	TRUE
@anonymized_account @anonymized_account Przecież TS dzierżawi ta ziemię umowa na 99 lat zgadza się czy nie?	0	0	TRUE
@anonymized_account Pyta się kiedy beda nowe okulary, bo juz chce wychodzić	0	0	TRUE
@anonymized_account Probierz szuka młodych Polaków pasuje jak ulał😉	0	0	TRUE
@anonymized_account Może pasuje do klucza francuskiego?🔧☺	0	0	TRUE
Pensja, kasa, dojenie, @anonymized_account ,ssanie kasy, ruchanie w meskie dupy, zawsze za pis, trudny teren, ciezkie warunki	0	1	FALSE
@anonymized_account Polska to nie napis na dropsie, uuuu, niedobrze, uuuuuuu	0	0	TRUE
@anonymized_account raczej ty się powinieneś jebnąć ale nie wiem czy to pomoże	1	1	TRUE
@anonymized_account Jak narazie to sobie możecie kupę zrobić. Albo hurtowo dać dupy pedofilów w sutannach, których publicznie bronicie.	1	1	TRUE
@anonymized_account Najlepiej w Polsce żeby legia miała pomoc :-)	0	0	TRUE
Ale mam chujowy humor przez to, że nie zdałam i jestem na siebie zła	0	0	TRUE
Szukam osób, które mają kontakt z rodziną gen. Bułak-Bałachowicza. Sprawa  prywatna.	0	0	TRUE
@anonymized_account Brawo skwk za komunikat pomimo braku zakazu czekałem na ta wiadomość co robić, bo na mecz bez dopingu niemyslalem iść	0	0	TRUE
@anonymized_account @anonymized_account A ty wieś kretynie CONTI jest Acta2 i czego dotyczy? Najpierw przeczytaj a potem się wypowiadaj.	1	0	FALSE
@anonymized_account Trąba ? Nie no ostro pojechałaś :D	0	0	TRUE
"Beata #Mazurek w Sejmie na pytanie co myśli o pomyśle Kaczyńskiego o obniżkach wynagrodzeń: \""Ja nic nie myślę\"". To słychać."	0	0	TRUE
"RT @anonymized_account Beata #Mazurek w Sejmie na pytanie co myśli o pomyśle Kaczyńskiego o obniżkach wynagrodzeń: \""Ja nic nie myślę\"". To słyc…"	0	0	TRUE
Motocykle opuściły gniazda i kierują się na północ. Żonkile na przedmieściach to już tylko formalność. Wiosna! :-)	0	0	TRUE
@anonymized_account @anonymized_account 🕵 Jest tak zakonspirowany, że go nie widać. Fachowiec. \n(Górny, prawy róg)	0	0	TRUE
@anonymized_account Kto mieczem wojuje od pochwy ginie @anonymized_account	0	0	TRUE
@anonymized_account W jednej z powtórek było to dobrze widać :))	0	0	TRUE
@anonymized_account Kochana nie ma po co bo później wszyscy się będą po to kleić 😂😂	0	0	TRUE
@anonymized_account @anonymized_account chyba nie miałeś się czego przyczepić, nie przesadzajmy :)	0	0	TRUE
@anonymized_account @anonymized_account Ale dlaczego głupi @anonymized_account  tłumaczy to jeszcze głupszemu @anonymized_account ?	0	1	FALSE
@anonymized_account Dzwoniłam się dowiadywać kiedy się można wprowadzać 😂nie wiedziałam ze takie problemy mogą być xd	0	0	TRUE
@anonymized_account Już pod koniec jazdy wymusilam na rondzie.... nie wiem jak to się stało, mój mózg miał zaćmienie czy coś a	0	0	TRUE
Nowe chodnikowe powiedzonko brzmi:\n\nPierdolisz jak Morawiecki, realy.\n\n@anonymized_account @anonymized_account \n\nHybryda głupoty.	1	1	TRUE
RT @anonymized_account Nowe chodnikowe powiedzonko brzmi:\n\nPierdolisz jak Morawiecki, realy.\n\n@anonymized_account @anonymized_account \n\nHybryda głupoty.	1	1	TRUE
Terminator X To The Edge Of Panic wykonawcy Public Enemy\nhttps://t.co/Nqf1yFOyKg	0	0	TRUE
@anonymized_account Zaspana jestem jeszcze sorki XD	0	0	TRUE
@anonymized_account @anonymized_account No ja nie kojarze xD	0	0	TRUE
@anonymized_account Pies to czasem nawet pożera książki...	0	0	TRUE
Kiedy Christina wychodzi za mąż	0	0	TRUE
@anonymized_account @anonymized_account Zapewne ci, co grali przez większość rundy w CLJ i nie ponieśli ani jednej porażki.	0	0	TRUE
@anonymized_account @anonymized_account Jak będzie ta pioseneczka to przychodzę\n\nhttps://t.co/B6ak11mI4d	0	0	TRUE
@anonymized_account zamieszczanie takich zdjęć podczas gdy ja jestem na sucharach powinno być zabronione :)	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account A co trzeba zrobić w kwestii finansowania kampanii z funduszy UE przez Ziobrę?	0	0	TRUE
@anonymized_account W środku łamanie w stylu 2obiegu.	0	0	TRUE
jak ja się źle czulem jak byłem dzieckiem w  kościele to głow mala, szopka do kwadratu, nie mogłem tego wytrzymać	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account @anonymized_account jak wróce z pracy to też podejme wyzwanie ale tym razem bedzie skromnie :)	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Jak pić to z klasą ;)	0	0	TRUE
@anonymized_account @anonymized_account Ty pajacu, zmień sobie herb na pusty łeb.	1	1	TRUE
@anonymized_account W rosji sa jakieś zawody	0	0	TRUE
@anonymized_account @anonymized_account Myślałem że to Twój ulubieniec 😂	0	0	TRUE
@anonymized_account @anonymized_account pewnie ranking Fifa bedzie decydowal	0	0	TRUE
@anonymized_account Łukaszewicz, co Wy tam palicie?	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Leszku mój kochany, masz mózg wyprany	1	1	TRUE
@anonymized_account a ja współczuje zaślepienia.Wolę nie mieć Wolskiego niż robić kolejne długi @anonymized_account	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account od paru lat słysze o sponsorze więc tym bardziej szacunek że przez pare lat się nieujawnił...	0	0	TRUE
@anonymized_account Skoro Carrillo nie chce Sobola to tym bardziej nie będzie chciał Głowy. Chyba, że trener rzeczywiście odchodzi.	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Zawsze bedą afery bo zawsze będa tacy l którzy kradną  i tacy u wladzy których to kręci	0	0	TRUE
@anonymized_account kot też się załapał na fotke, a raczej jego dupa :)	0	0	TRUE
@anonymized_account Szczerze? Trochę tak to wygląda, a i tak prędzej czy później ten bilans wychodzi na równo.	0	0	TRUE
@anonymized_account zaraz będą pisać że Wisła szkoli kiboli żeby potrafili maczetą wymachiwać :)	0	0	TRUE
*stoi przed nimi król gargulców*\nbetty: to pewnie ethel\n\nXDDDDDDDDDDDDDD\n#Riverdale #RiverdalePL	0	0	TRUE
RT @anonymized_account *stoi przed nimi król gargulców*\nbetty: to pewnie ethel\n\nXDDDDDDDDDDDDDD\n#Riverdale #RiverdalePL	0	0	TRUE
@anonymized_account No, to ja we własnej osobie	0	0	TRUE
@anonymized_account Słabo trzymałeś kciuki, bo podarował bramke Cracovii :)	0	0	TRUE
@anonymized_account Odstawiając narodowość na bok to ten skład jest przecież słabiutki.	0	0	TRUE
@anonymized_account @anonymized_account Piwnica bez okien, ty to masz dobrze	0	0	TRUE
Czuję się chora więc siedzę w domu w czapce	0	0	TRUE
@anonymized_account Juz myslałem że coś gorszego😁😁	0	0	TRUE
@anonymized_account @anonymized_account A gdzie Inferno napisał, że Wisła stawia na Polaków ?	0	0	TRUE
@anonymized_account akurat Tobie bliżej do Karolaka bo w większości Cię wycięli 😂 @anonymized_account @anonymized_account @anonymized_account @anonymized_account	0	0	TRUE
@anonymized_account Omg właśnie o nich myślałam	0	0	TRUE
@anonymized_account Tak na pewno nie będzie. Drużyna leci w środę.	0	0	TRUE
Cudzysłów, przecinek nie jestem ruskim trollem	0	0	TRUE
Biorąc pod uwagę, jakie dotąd mieliśmy losowania w Lidze Europy, to na ten finał w Baku w 2019 roku nie jesteśmy bez szans. 😁	0	0	TRUE
@anonymized_account @anonymized_account Fajnie, teraz zamiast przemowy muzyczka żeby nie było słychać odzewu publiki.	0	0	TRUE
@anonymized_account @anonymized_account Białystok, ulica Wierzbowa. Jak oni to zrobili, to jest zagadka.	0	0	TRUE
@anonymized_account Straszny gangster jak po wolności chodzi	0	0	TRUE
@anonymized_account To się nazywa uzależnienie xD	0	0	TRUE
@anonymized_account Info z ostatniej chwili barwy pogoni skrojone przez bandytów Z Krakowa.  Pomimo zakazu Wisła rządzi	0	0	TRUE
@anonymized_account @anonymized_account Pewnie tak bo Buchalik kontuzjowany.	0	0	TRUE
@anonymized_account to miało jakiś ciąg dalszy? 😉	0	0	TRUE
vans do chuja przestań robić choć na chwilę zajebiste kolekcje bo w moim portfelu pieniądzen't	0	0	TRUE
RT @anonymized_account vans do chuja przestań robić choć na chwilę zajebiste kolekcje bo w moim portfelu pieniądzen't	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account @anonymized_account 12 mld nie mam zamiaru dyskutowa możejki i skoki	0	0	TRUE
@anonymized_account @anonymized_account Alves był bardzo w stylu Guardioli 😛	0	0	TRUE
@anonymized_account Co ty żresz, że ci tak pierdolnęło?	1	1	TRUE
"@anonymized_account Bo w \""10\"" już grają przez Boatenga ;)"	0	0	TRUE
@anonymized_account @anonymized_account Trudno być pewnym, gdy stoperzy mogą zagrać tylko lagę do przodu, bo środka nie mamy.	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account No właśnie, nie było i dlatego patologia została stosownie potraktowana.	0	0	TRUE
@anonymized_account skoro jest dno dna to może skupmy się na tych od których coś wymagamy	0	0	TRUE
@anonymized_account Widocznie to zbyt trudna miłość na Walentynki 😁	0	0	TRUE
@anonymized_account Sarapata była w solarium ?	0	0	TRUE
@anonymized_account Woda chyba zimna bo nikogo w wodzie ;-)	0	0	TRUE
@anonymized_account ej, dobra, weźmie ten chrzest czy nie? xd	0	0	TRUE
@anonymized_account @anonymized_account Lub bezpośredni awans, bo nie wiadomo co ze Stomilem, a przede wszystkim Bytovią :)	0	0	TRUE
@anonymized_account @anonymized_account byłam przy tym, więc zapewniam 😉	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account Tylko ty masz problem z rzecznikiem, więc zastanów się w kim tak naprawdę jest problem? 🤔	0	0	TRUE
@anonymized_account Piątek  też powinien być wolny, ina 100%	0	0	TRUE
Wassermannówna kłamie, mówiąc, że „przyszła do polityki”. Ona przyjechała na trumnie ojca.	1	0	FALSE
RT @anonymized_account Wassermannówna kłamie, mówiąc, że „przyszła do polityki”. Ona przyjechała na trumnie ojca.	1	0	FALSE
@anonymized_account Już dwa lata temu powinni wygrac Euro.	0	0	TRUE
@anonymized_account Kibice innych drużyn doceniają i trochę zazdroszczą :)	0	0	TRUE
@anonymized_account @anonymized_account na 100% jest zmiana Śląsk - Jaga i chyba została już potwierdzona.	0	0	TRUE
@anonymized_account W tym czasie był z rodzinką na wakacjach w Gdańsku Brzeźnie to musiał zdalnie podtrzymywać związek	0	0	TRUE
jak Patryk Jaki wygra wybory w Warszawie oczyści stolicę z byłych UBECKICH funkcjonariuszy ! #woronicza17	1	1	TRUE
RT @anonymized_account jak Patryk Jaki wygra wybory w Warszawie oczyści stolicę z byłych UBECKICH funkcjonariuszy ! #woronicza17	1	1	TRUE
Szkoda, że przez wymysły Mendesa taki Ruben Neves się marnuje w Wolverhampton.	0	0	TRUE
@anonymized_account @anonymized_account Nie wiem, aczkolwiek jego tata mówił, że widziałby Tomasa w Jagiellonii. 😜	0	0	TRUE
Ja i moje psiapsi gramy w te gry na snapie i nie mogę przestać się śmiać z naszych min XD	0	0	TRUE
@anonymized_account Kolar niestety ten sam poziom. Chyba trzeba będzie liczyć na skuteczność Boguskiego i Małeckiego...	0	0	TRUE
Rząd zaostrzy kary za znęcanie się nad zwierzętami. Od 3-5 lat więzienia; obowiązkowa nawiązka do 100 tys zł. Więcej jutro w @anonymized_account	0	0	TRUE
RT @anonymized_account Rząd zaostrzy kary za znęcanie się nad zwierzętami. Od 3-5 lat więzienia; obowiązkowa nawiązka do 100 tys zł. Więcej jutro w @anonymized_account	0	0	TRUE
@anonymized_account @anonymized_account @anonymized_account czuje że Brlek prędzej czy później odpali	0	0	TRUE
@anonymized_account @anonymized_account To, że figurowal jako zawodnik Man City nie znaczy, że będzie potrafił grać.	0	0	TRUE
@anonymized_account @anonymized_account Oczywiście, że ma rację. Chodzi tylko o to, że to jest drużyna o klasę lub dwie lepsza.	0	0	TRUE

@anonymized_account Jaki hejt.Hejt to jest na Tuska, Komorowskiego, przecież to nie Polacy, śmierć wrogom ojczyzny. Obudź się	1	1	TRUE
@anonymized_account @anonymized_account Bo sama jest niepełnosprawna... Umysłowo.😁😁	1	1	TRUE
@anonymized_account @anonymized_account Mam rozumieć, że to mapa nasycenia krajów zboczeńcami w sutannach.	1	1	TRUE
@anonymized_account @anonymized_account Polskę to kompromitują tacy jak ty. Oszołomie.	1	1	TRUE
@anonymized_account 😁😁😁😁😁😁😁😁 @anonymized_account teraz to mnie Pani ubawiła tym paskiem. A widziała Pani swoją szyję?	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Ty się chyba debilu nie słyszysz, ty tekstów to się po nocach uczysz czy masz słuchawkę w uchu?	1	1	TRUE
@anonymized_account @anonymized_account Plujecie na Polskę to my będziemy pluć na was.	1	1	TRUE
RT @anonymized_account @anonymized_account @anonymized_account Plujecie na Polskę to my będziemy pluć na was.	1	1	TRUE
@anonymized_account Cie zaraz piznę, jak nie zaczniesz myśleć	1	1	TRUE
@anonymized_account @anonymized_account Ty kurwa @anonymized_account nie pierdol w tv bo sie żygać chce	1	1	TRUE
@anonymized_account A pisdzielstwo, szczury, gady, plazy popromienne, azbestowe?	1	1	TRUE
@anonymized_account do domu bo ci rózga dupę @anonymized_account ty mały  @anonymized_account	1	1	TRUE
"Teraz zarykam nos i mowie \""cała polska z was sie śmieje, komuniści i zlodzieje,"	1	1	TRUE
@anonymized_account Plakat widzę tak @anonymized_account z  @anonymized_account wymiana spojrzeń  a @anonymized_account na kolanach liże ich po stopach	1	1	TRUE
@anonymized_account Pana zdanie nie interesuje Polaków ❗\nWypchaj się Pan niemiecką, śmierdzącą onucą ❗	1	1	TRUE
RT @anonymized_account @anonymized_account Pana zdanie nie interesuje Polaków ❗\nWypchaj się Pan niemiecką, śmierdzącą onucą ❗	1	1	TRUE
@anonymized_account Sługo komuny ile jeszcze jadu z Twego pyska się wyleje?	1	1	TRUE
RT @anonymized_account @anonymized_account Sługo komuny ile jeszcze jadu z Twego pyska się wyleje?	1	1	TRUE
@anonymized_account @anonymized_account Oj GW i N cudowna...wy to macie pojebane w tych glówkach	1	1	TRUE
RT @anonymized_account @anonymized_account @anonymized_account Oj GW i N cudowna...wy to macie pojebane w tych glówkach	1	1	TRUE
@anonymized_account A chętnie przeczytam co tam za głupoty pierdoli :)	1	1	TRUE
@anonymized_account Chuju będziesz za to odpowiedzialny	1	1	TRUE
@anonymized_account @anonymized_account Ty tępa kobieto, uważaj na ilość kislu.	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Pis mial być inny, jesteś idiotą	1	1	TRUE
@anonymized_account Widze, że nawet murzyni są w fanclubie :)	1	1	TRUE
@anonymized_account @anonymized_account Ten znowu o majątku Premiera, lepiej napisz, ile w TVP zarobiłeś i gdzie się kasa z OFE POdziała, Lis(?)	1	0	FALSE
@anonymized_account @anonymized_account A gówno mnie obchodzi na co zgadza się kościół. Won do Watykanu.	1	1	TRUE
@anonymized_account Pan @anonymized_account chyba chory z urojenia😁😁😁	1	0	FALSE
@anonymized_account @anonymized_account @anonymized_account Powinni cię jajami obrzucić gnoju	1	1	TRUE
@anonymized_account Pierdolisz tyle o ojczyźnie to ją szanuj, 1200 zł na m-c za taksówki to nie jest szacunek,	1	1	TRUE
Ten od kulek gejszy z bólem dupy @anonymized_account nie jest przypadkiem płynnybpłciowo?	1	1	TRUE
@anonymized_account Jak na wlasciciela, mi nigdy sam nie padł, pedancie	1	0	FALSE
@anonymized_account @anonymized_account @anonymized_account Lichocka, Ty głupia i stara dupa jesteś. Nikt Cię nie słucha i nikomu nie chce się z Tobą gadać.	1	1	TRUE
Jakubiak w @anonymized_account  stwierdziła, że problemy PiSu są z powodu przesadzonej krytyki opozycji. Pierdolnięta.	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account @anonymized_account I co że byli tumanie. Zrobili.sobie wyłącznie chwilowy lans.	1	1	TRUE
@anonymized_account Gdzie jest Zalewska??? Przestępca i złodziej ministrem edukacji. To tylko w pislandii. Ale spoko. Duda w poniedziałek ułaskawi.	1	1	TRUE
@anonymized_account Z sercem na jednej dłoni i kutasem w drugiej.	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Okrzyki nie kibola tylko powiat, ruskich żydów, którzy sieją zament w naszej pięknej Polsce	1	1	TRUE
@anonymized_account @anonymized_account Może kiedyś osiągnął, ale dzisiaj okazał się pospolitym sprzedajnym gnojem.	1	1	TRUE
@anonymized_account @anonymized_account I np że może cię wyruchać w dupsko ktoś z Krakowa @anonymized_account	1	1	TRUE
Codziennie ludzie umieraja, dzieci na raka, w wypadkach, juz po chuj tej żaloby	1	1	TRUE
@anonymized_account @anonymized_account Każdy jeden klecha zrobi dla kasy wszystko i bez skrupułów.	1	1	TRUE
@anonymized_account @anonymized_account Ida do drzewa życia poznać prawdę, głupie cipy	1	1	TRUE
@anonymized_account Patrz  @anonymized_account twoja ekipa debili to robi	1	1	TRUE
@anonymized_account A zapomniałam czerwonej zarazy nie wpuszczają	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account A co za ludźmi bez studiów gnoju?	1	1	TRUE
@anonymized_account Won z mojego Tarnowa pisowska złodziejska hołoto.	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Przecież tam nie mieszkasz, pomieszkaj,  a będziesz mógł szczekać	1	1	TRUE
@anonymized_account A ja widzę taki tytuł: Brudziński narkomanem!! Chwalił się że gotuje kompot. Żądamy dymisji ministra narkomana!!!	1	1	TRUE
@anonymized_account Potraficie spierdolić najprostszą sprawę. Jesteście palantami a nie opozycją. Won z Sejmu.	1	1	TRUE
@anonymized_account Niech spierdala. Przyszedł z PiSu i myślał że się na coś załapie, ale się nie udało	1	1	TRUE
@anonymized_account Tym niepełnosprawnym też pisowska gnido?	1	1	TRUE
Taki kurwa zawsze wylewny a tu @anonymized_account twarz zjeba w lustrze i zapadła głucha cisza	1	1	TRUE
@anonymized_account Urban powinien się od was uczyć. Jesteście żenujące gnojki. Aż przykro patrzeć.	1	1	TRUE
@anonymized_account @anonymized_account Żaluzje sobie palancie koszulkę SS i.idz na marsz nazioli.	1	1	TRUE
@anonymized_account Ty zjebie pierwszy się śmiejesz z wyglądu	1	1	TRUE
@anonymized_account Polska pijana hołota jest wszędzie.	1	0	FALSE
@anonymized_account @anonymized_account celny snajperski strzał w lewacką hołotę	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account To nie jest człowiek, to pisowskie bydle. Człowiek takich rzeczy nie mówi. @anonymized_account	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account ale ty debil jesteś, a o Twoich lajkujących i dających RT nie wspomnę.	1	1	TRUE
@anonymized_account Ale żaden z nich nie przebiera się za chuja, żeby podkreślić swoją właściwą rolę	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account @anonymized_account smutne jest to że on wcale nie pił tylko po prostu jest imbecylem	1	1	TRUE
"@anonymized_account a jak bedzie po hiszpansku \""pierdolony symulant\"" ?"	1	1	TRUE
jest moc jak kurwy zabiorą mi Unię Europejską ja zabiorę im żony i dzieci	1	1	TRUE
@anonymized_account A  @anonymized_account sprzedaje biznes żeby rządzić, kurwa gość jest chory	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Tego kretyna obserwuje 150 tyś	1	1	TRUE
I chuj mnie obchodzi, wypierdalać	1	1	TRUE
Honor, godność, to jest obce dla pisdzielstwa miliardy kasy i dluga lata rządów a wy dalej gownem smierdzicie	1	1	TRUE
Przestanę karmić tego @anonymized_account swoim fejmem, bo tylko puchnie  narodowym gównem, jak świnia która wszystko żre	1	1	TRUE
@anonymized_account @anonymized_account Wg pisowskiej sprawiedliwości. A kto wam.wierzy bando złodziei i oszustów	1	1	TRUE
@anonymized_account Polacy też wiedzą, że jednym z największych debili jest niejaki Ziemkiewicz.	1	1	TRUE
@anonymized_account @anonymized_account Jaka tv, tacy idole😁😁😁 A tak trochę poważniej, to za tę napaść na dziewczynkę to tylko w ten pedalski ryj.	1	1	TRUE
@anonymized_account @anonymized_account Smaciarza a nie premiera. Zdradził Polskę z faszystami	1	1	TRUE
@anonymized_account @anonymized_account Wiem że za pochlebstwo zrobisz wszystko	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Jakbym był Twoim odbiciem to bym już dawno skoczył z wysokiego mostu.	1	1	TRUE
@anonymized_account Może suko to komplement, gość jest gejem	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Wypad z mojego miasta kłamco i oszuście.	1	1	TRUE
@anonymized_account Przyjechałeś pajacu wyprowadzić kolejne miliony za granicę?	1	1	TRUE
@anonymized_account Ta menda Rydzyk nie chcial z nim gadać postrzegam na wielki plus	1	1	TRUE
@anonymized_account @anonymized_account @anonymized_account Dzieci trzeba ostrzec, że przez niego Kościelisko pedofile wciąż mają się dobrze.	1	0	FALSE
@anonymized_account Bo to był taki zwykły, historyczny kutas a nie porządny prezes banku.	1	1	TRUE
@anonymized_account Wal się, mu chcemy do sejmu.	1	1	TRUE
@anonymized_account Twoje to antysemickie i kurwa antypolskie	1	1	TRUE
@anonymized_account On się nie czepi swojej baby tylko pójdzie do filharmonii podglądać krocze dyrygentki	1	1	TRUE
#słowoNaNiedzielę \nZaprawdę powiadam Wam,aby wykastrować księdza,trzeba ministranta w podbródek kopnąć.\nAmen.	1	1	TRUE
RT @anonymized_account #słowoNaNiedzielę \nZaprawdę powiadam Wam,aby wykastrować księdza,trzeba ministranta w podbródek kopnąć.\nAmen.	1	1	TRUE
@anonymized_account @anonymized_account Ale ten gość wchodził jej w cyce i go popchnęła, a liścia ładnie przyjęła, także pisdzielstwo zawsze na dnie	1	1	TRUE
@anonymized_account @anonymized_account A mnie wkurwia, że dają bogatym 300+, 500+, a dla nich nie ma mimo że kurwy pisowskiej im to obiecały	1	1	TRUE
@anonymized_account Łatwo oceniać, świadczy o twoim niedojebaniu umysłowym, Kto mieczem wojuje, ten od pochwy ginie	1	1	TRUE
@anonymized_account Kiedy ten patologiczny kłamca skończy wreszcie opluwać Polaków i Polskę czy niema paragrafu na tę hienę?	1	1	TRUE
RT @anonymized_account @anonymized_account Kiedy ten patologiczny kłamca skończy wreszcie opluwać Polaków i Polskę czy niema paragrafu na tę hienę?	1	1	TRUE
Kościół =kara jestem pogrzeb, albo wesele, cierpię strasznie, w nic nie wierzę co mówi kutas z ambony	1	1	TRUE
@anonymized_account Tobie muszą nieźle płacić za to gówno pomyj.Nikt normalny dzień w dzień by nie dał rady .	1	1	TRUE
RT @anonymized_account @anonymized_account Tobie muszą nieźle płacić za to gówno pomyj.Nikt normalny dzień w dzień by nie dał rady .	1	1	TRUE
@anonymized_account @anonymized_account Pojebało cię, normalna rodzina katolicka, pytam	1	1	TRUE
Gen Jaruzelski jast taki świerzy, a Kaczyński taki śmierdzący	1	1	TRUE
@anonymized_account Może go któryś przeruchal w dzieciństwie i mu się spodobało, to ich broni	1	1	TRUE
@anonymized_account @anonymized_account Tajna grupa na FB? Zmieńcie dealera albo przestańcie ćpać.	1	0	FALSE
@anonymized_account @anonymized_account Tobie matole nikt nie odpisze, bo nikt cię nie ogląda.	1	1	TRUE
@anonymized_account Ten płaczliwy histeryk, parodii prokuratora, rozemocjonowany idiota	1	1	TRUE
